text,id,lat,lon
noth like second downpour give us much need mostr hip co himyesbpu,348167215536803841,52.29000099,-113.81695872
nelsontagona glad miss food saw sun side last monda honour mother earth sheleylaros,348644655786778624,51.0249824,-114.15239505
parti hard sun útil warm lovin life smile right super,350519668815036416,53.57911745,-113.37876718
land sea calgari alberta hip co yexwlaoxru,351785290446299136,51.0464303,-114.069342
lisemousk th avenu flore mcleod trail west centr street believ ave al way rd,348247048841224192,51.03062951,-114.13083153
anyon ned american clay americanclay sale let know ecoliv cleanliv hip co dink opa,351088700169535489,51.0092346,-114.03747112
heavili chateo keniano today mal,348729640124313600,51.08404264,-113.97396354
crackmac sei like shut ycflod,348097369948164097,51.11127652,-114.07557823
tuesta morn quédat st store útil close due no power communiti closet bronz bar siroco drive locat,349527874446954497,50.14742929,-113.65153477
holi pop hot today,351054139016486913,51.38288122,-112.54761873
actioncond god one girl go al way strongtothecor hip co ai ex,349729143031730176,49.67982231,-112.9001131
por tast inform calgari friend today intern surf day sayin silverlin,347976763651010560,51.036567,-114.08672482
drive forklift fel someth tick ear pelea let hair worst fear come true tar sand bell no cryingensu,350664965717377027,56.41263861,-110.94642161
lord ring adventur board game happen lake nerdlif lauri hip co plug,351479278430461952,53.84635644,-110.50252273
kinda alergia face red mitch wtf want islandnight back might rain home shit,348827343684509696,51.03300013,-114.09901435
make sure checkout epic pop parti right back thebeltin tonight vicparkyc beaulin,350803455453044737,51.04000465,-114.06629604
emanuelburnstad bolson welcom cal doc yet útil go uni,351177129452507136,53.02415468,-112.83482688
smashedpeney lok forward buy yer dude ber tomorrow ya deserv coupl ras,348313163583877121,51.30282727,-114.04187429
pix laforg construct water hip co rtcjxjw,348159634999214080,51.1792255,-114.0069404
brittani accord horoscopo alway jealous think funk reason,348842978590203904,51.85324653,-113.13429518
yet anoth strang bug patio kinda cute actual insecto tiger daili hip co gvshnvpb,350485506464821248,50.06496811,-110.68263245
ned tres relief sweat hip co ok que great challeng decid ir ugikih,349601327380328448,51.05555144,-114.11425342
mrsilverscot travelalberta mean come renovart hous itrealynedsit,350396009412706304,56.92687485,-117.63054961
work hard month omg,348650941362348032,53.56379388,-113.492194
jenbernson sometim celeri cese whiz,351466597891837952,50.92249686,-115.15007198
whiskydickson ermagawd dude almost close slave labor,351799241196318721,51.0854762,-113.9776019
trip ir auto lamborghini murcielago love colour hip co cvaoxgqu,348636214255030276,51.081185,-114.008247
jackshop airlift crew enamor via helicoptero get communic set ned keep listen fred,347890318311575552,50.97991055,-114.02433672
half brida gown dri clean fine dryclean hip co pouzsuzydh,349482509601484800,50.9617,-114.085
laurabuckley last,349688699715461121,51.03761248,-114.10692101
come main street bone rest world think underwear hip co rziocroq,348148343018500096,51.08574601,-114.180509
okotok watch nephew play fantasma basebal shwingbad hacker hip co smfkcpq,350795786247880704,50.71883278,-113.94220622
bonstock festiv goe clean four day parti gibbon photo fun game wrap hip co latxqjab,351844701298638848,53.53925427,-113.49975684
present day real bad term entertain media cultur mani peopl paint,350869872303030272,51.01605497,-114.21514526
manteomitchel laurenfleshman second florrick crew would love nom met posibl carter,350847983270625281,53.48139256,-113.4935776
parti miami tonight heat done nba champion,347924370196402182,51.04213308,-114.06459107
giftbasketrus hope nice silver creo wes cher,351822882168512514,52.23592451,-113.78141045
scotyroblin say mile mayb half anoth year jr wil fine hunter shinkaruk sigh,351459321432907777,51.03152131,-114.05970038
misheybel drive los like execut seri lincoln tocar mini stretch limo god fot longer car eco,348078792134238209,51.0681022,-114.0643174
uperdeckhockey uperdecksport pu pack war spa bobi team canada auto sp great win hip co hsyuyxycg,348265467426766850,53.57051433,-113.46312544
miser ned sort therapi decid form retal chocol wine sigh serious,350030750369853442,53.55973141,-113.4899523
redblomsalon st ave útil look dark taken sec ago hip co es rabi,350108655561089025,51.04208564,-114.0798445
rt grenmonst go fluke goal win origin game mon brain,349353890585657344,53.41916308,-113.4464887
ulethbridg guest asistan sam help friend go pop check ulethsu tomorrow morn,349768442880069632,49.67508034,-112.86438164
nhlflame pleas make deal defenc year get god player,351497317343444992,50.72109471,-113.99209997
jameskirbi hour behind ye el past sel date gotakepitfresh,349266139114778624,51.01031005,-114.15794849
quédat state local emerg citi calgari remain due significan hip co hgyxgpfyiw,350434323691876355,51.04839287,-114.05940132
twitter gota like,351219739995017218,53.55264313,-113.89819114
monton public point new superintendent school paint darl robertson hip co ofqhjyxnrj,349702264308498432,53.53925427,-113.49975684
spend day help rural alerta reclamo home ablo calgarystrong pic hip co cm gan,349226969558298626,50.67579369,-114.28137565
monton ah cal monda,351060290277879808,53.5440921,-113.5097067
bigeyesband get chanc take lok email sent know road whenev would rad,348995853236707328,50.90659569,-114.0901862
smithlanar el goe noth mis al alreadi albertadrescod hip co tal pgacgv,349876694825451521,50.78852601,-112.45867324
madisancowan licens plate number,348204931901161472,50.04482239,-110.67328096
gunner zoeydeschanel show hors dog even impress,350495144576946176,51.1294052,-114.0090922
frankocean boy nice friend show true,351388613482778624,53.46719039,-113.38263572
let jean beca know work photo studio ablo tos,348228850481774592,51.057089,-114.1350899
hab fan cher brain cant hacen,349335750870974465,51.0602042,-113.9556796
one job thought stres,349212573943603202,53.40656864,-113.52368157
townofhighriv contact regard reptil ben rescu home,349754020744806402,51.02000174,-114.22290811
hockeymem moment realiz hip co ahora ouch,349593188312432643,51.12309,-114.17636
rather get god player oiler wil draft bad one,351467660493586432,49.67419808,-112.8949509
lie honest biggest turno,348584521928691712,50.92535085,-114.11771647
kadijaraymond guy zona walk castl,348137636097048576,53.61951503,-113.51913881
misti hazel happen sunday sure vend útil iba cocktail calgari,349989622098571264,50.90739516,-114.07344866
jeroldmcgrath tel noah hay get costumbr back littl thing day,348998087022358528,51.18423898,-115.55420751
malum oh el worth sidra útil know waiter knew birthday,348900455428001793,53.55830002,-113.53037262
fan evawhitneyh twice much babi girl suena wil show alway,350042818129035264,51.12578058,-114.19597773
great canada day weekend al canadian flower best forget,350692268765753344,50.90370879,-113.98237553
hour work ima eat enough pasta induc coma wake sometim monda,351137528302157824,51.16232263,-114.0645353
boton pub patio calgari ab hip co uhm b,351134248465477632,50.96472468,-114.06889915
kingdom heaven like master hous went earli morn hire hip co sr ehmit,351667237150654464,50.98756732,-113.07411971
renlavoierd broken rie torn cartilago separ shoulder tonight patric bebieron ud becauseitsthecup,349368985239814145,53.6014105,-113.3784233
xtraspyc plan believ wil drink night,348196828539408385,51.06555881,-114.06835249
hay birthday shane love hope wonder,347961285574524928,50.93138608,-114.03110382
fort mcmurphi airport ab hip co iyvtvm jt,349328757703729152,56.65650956,-111.22404099
dmgulekson fold thunder stay put would blender juhani ycflod staysaf,348130398624153601,51.07802322,-114.06420196
featur super song pure countri tonight aronpritchet play suntanc bring sunshin lord,348948290215223296,53.27822402,-110.01856495
hey girl lok like set nickel canadiansexeuphem sori sonora imateribleman,351847593590001665,53.51797256,-113.49880703
imagin sex guy ick,348984156384006146,51.12568344,-114.25238133
sit walk hola dj craicmonkey hous,349301888749010944,53.5433776,-113.48879602
baldosa coachfrank darendreg easier said done,348948366983573504,53.6014394,-113.378378
clifton resident montgomeri hip co lba md,349349184475901952,51.10146,-114.17232
bone resid stone flor muy devastación porton felt ful bruno power hip co chcycyx,348960430535876608,51.04839287,-114.05940132
man game intent,347900282602135554,56.75274576,-111.47264231
no painkil wil job fuckingchap,351174890755330048,53.49233689,-113.6657297
mayor avis everyon avoid downtown area storm flodpotenti,347942346823974912,51.13261,-114.21361
doc river head coach clipper carnet pierc leav go boston,348934857692438529,50.97910391,-114.02528774
ben sinc made drive laurielyon real go day catch nfl game sitsharefest,348444390584377344,53.44645564,-113.36041644
bluejean whit no one said come back would easi get run gojaysgo lovethisteam,348237327950282752,53.36907764,-112.65209408
real lucki saw herbi hancock live last note like mozart synch col presenc greatest amaz gig,350658349680963585,53.55557916,-113.43035819
verandainterior whoa tough cal narrow want bit,348542671578599425,51.03427502,-114.0885806
dolarentacar look god desk stan calgari awesom,350451359503482880,51.13125668,-114.01010522
pego great thank haha yeah come home coupl wes ben,348569091046535168,51.61050566,-112.9523208
way day like sugar jone spoke life though,351394418223366145,51.06309542,-113.96371717
cruel thing stuck school al day becom help desk everyon without want,350321443055206402,50.0170355,-110.68585748
mountroy know happen final exam monda,348502602381684738,51.27744474,-114.01193722
edmontonian clean flow citi monton ofici said wil review hip co mp kind,350026766112403456,53.53925427,-113.49975684
josepicardo get air timecapsul solid state drive mean quick light travel macadict,350954066198802432,52.86022885,-118.07633103
yoga bal calamari dama controlar get wil die go heaven hip co jc dos za,349175077281071106,53.52533138,-112.10806945
expect hay birthday love mom thank princ realiti,351164148270366720,49.48726511,-113.93501552
jonathanwili brucemcurdi teribl trade propasa would huski wagner th right seguir,351023972474822657,53.5984177,-113.3881538
canada day event act celebr calgari resiliencia calgarian invit hip co guoa oi,351179844329017344,51.04839287,-114.05940132
sometim nice thing,351188908912033792,55.18831522,-118.81219124
bonanzadynamit forzó tara row boy fun se go bluejean,348527270849298432,50.73049727,-113.94906424
hijastro haha no man suck,348594428476268546,51.13082104,-114.2418453
anyon ned bag salsa,349274197614268417,53.54642948,-113.47662913
sign al work ahead no bridg elbow river open flore downtown build power,349879675809570817,51.05775805,-114.06021512
fuck urban outsid onlin shop get everi time heloislandjewelri,351024990889590785,53.58162445,-116.40716205
pm cash casino calgari no limit hold em poker tournament entri hip co atdpig sj,351460391479541760,51.0088,-114.068
spokybog two hour got severo flow,349749045436235776,51.85320406,-113.13430087
puma palac calgari alberta hip co mcefapot,351376237257707520,51.04037388,-114.08908666
readi post volunt birdi canada day parad start mis hay al bestplacetol,351718771636961281,51.28908115,-114.0133312
útil glad got se deshumano live sledisland amazingmus,350006552717049857,50.88205721,-114.04158567
erick tel thank love,348882308461371394,53.53009,-113.54549
hey al buy littl bit stu ad alto panti soap easi hip co tltbln,348836657501442048,51.03502861,-114.07742415
joshclasenctv dead wrong sir stormbrew outsid window yegstorm thunderstorm hip co jxgdpdpou,350146165737656321,53.54234261,-113.58195533
sheleylaros ericaryd tavisford darlen imperialoil get stu us non tomorrow peopl come,348675587398856704,51.0251187,-114.15200699
slept much need enjoy come patio beautifulmorn yes hip co ze pu,348843225190105089,53.5499817,-113.53101223
shout ward team flor voluntad cordinación elton thank al hard work cara ycflod,350062792251949057,51.0261898,-114.06235513
getnutrifit even know lame wait retorica question,348276933836029952,53.51507972,-113.28176677
seangentil made stop,348952246031097856,51.12570518,-114.2522909
anyon time energi mil could use hand help muck basement ycflod eso,350357771474059265,51.06007796,-114.07176124
truck back busi almost call de steakoutruck thank lunch hip co dip ruin,350315626495102976,51.04582,-114.07369
winspear se nicol cao stage graduación ceremoni franci centr hip co noto,348180855803486208,53.54375012,-113.48864079
michielinman what back,348209193871892480,53.5078676,-113.6516572
mirat chick hold meal,351495490942152704,51.08974365,-114.13091961
katiebeth sure ben awhil,347947584268161024,49.69170074,-112.81884654
sh alanacbak ocurr slept hour think may son fel tire ablo,348266007896408065,51.0412703,-114.0969126
haschich lol let hope blackhawk someth say,349340505462669313,51.0602042,-113.9556796
nice rider sneaker man dedicación goesksgo,351020501054914560,53.5437072,-113.61518867
valogolf may go help tomorrow wil chat hope make anyway,350074092281528320,50.90951218,-113.95021392
drianrok would like give directiva tri bt real anyth nt god rais bar al men lol,348894419849736192,51.0362718,-113.9810564
dougi garag al flore parent live bearspaw near creo entir basement sister evacuad,348126794588758016,51.12569366,-114.25215455
snap fine fort saskatchewan ab hip co jax,350840474052988928,53.70814785,-113.21731037
cam way true want anyway us favour,351431352895275009,53.19500113,-113.05423334
shleyhop mal crazi big huh,347963374962872320,53.53851399,-113.49653845
keg jame cut line fuck dime alphawolfsquadronpaintcrew shower letsgetweird,347988349841190912,53.51825322,-113.49738812
bang town rumor water might ned turn due let dam veriti refut,348632774078509056,51.1711051,-115.5697009
ok spent weekend buy son shirt also check onlin stu notic test patch,350381585373208576,49.58443066,-114.16309019
want cri caus know wil never lone,348990451874926592,50.9143668,-113.9763784
definit nap earlier,350879156332019713,51.61044693,-112.95224762
manten landonpk drede beber sport guy,347881135369515008,53.466451,-113.4950935
welcom nurs oil countri nhldraft,351427097685786624,53.48347368,-113.44491597
sundanc lake recreación centr divis no ab other hip co odiar,351466622109745152,50.90019283,-114.03859927
vela let get got rest tomorrow bogi basan come,350890935057530880,56.75716278,-111.45155291
swear girl crazi,349000504250085376,51.0591128,-113.97721755
factsinyourfac iowa ileg pretend drunk public would someon haha,350105114498973697,50.02777063,-110.70871625
steve serious se reason trade guy tok stole game season,348855186875351040,50.92469583,-113.94748666
mal year hard work final got video act ted event rein cirqu dunsoleil hip co ruhzlc ok,349362015984291840,53.30734093,-113.58427421
az emerg inform network date info evan find love one hip co si ahí prayer,351579626478374913,53.34575259,-113.72694105
poder like said no rest wick,351339525341057027,52.96607059,-113.97700064
jaxaustin lol gue use best day fel bad,349927905775714306,54.06559742,-113.01291466
